model_id,mimeType,tag_id,value,quality,timestamp
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20556,192,2021-03-18T18:37:02.112Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20147,192,2021-03-18T18:37:04.112Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20559,192,2021-03-18T18:37:04.112Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20149,192,2021-03-18T18:37:06.114Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20561,192,2021-03-18T18:37:06.114Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20152,192,2021-03-18T18:37:08.115Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20564,192,2021-03-18T18:37:08.115Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20154,192,2021-03-18T18:37:10.118Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20566,192,2021-03-18T18:37:10.118Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20157,192,2021-03-18T18:37:12.119Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20569,192,2021-03-18T18:37:12.119Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20160,192,2021-03-18T18:37:14.121Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20572,192,2021-03-18T18:37:14.121Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20162,192,2021-03-18T18:37:16.124Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20574,192,2021-03-18T18:37:16.124Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20165,192,2021-03-18T18:37:18.125Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20577,192,2021-03-18T18:37:18.125Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20168,192,2021-03-18T18:37:20.127Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20580,192,2021-03-18T18:37:20.127Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20170,192,2021-03-18T18:37:22.127Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20582,192,2021-03-18T18:37:22.127Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20173,192,2021-03-18T18:37:24.129Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20585,192,2021-03-18T18:37:24.129Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20175,192,2021-03-18T18:37:26.131Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20587,192,2021-03-18T18:37:26.131Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20178,192,2021-03-18T18:37:28.133Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20590,192,2021-03-18T18:37:28.133Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20181,192,2021-03-18T18:37:30.135Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20593,192,2021-03-18T18:37:30.135Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20183,192,2021-03-18T18:37:32.138Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20595,192,2021-03-18T18:37:32.138Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20186,192,2021-03-18T18:37:34.141Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20598,192,2021-03-18T18:37:34.141Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20188,192,2021-03-18T18:37:36.144Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20600,192,2021-03-18T18:37:36.144Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20190,192,2021-03-18T18:37:38.146Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20603,192,2021-03-18T18:37:38.146Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20193,192,2021-03-18T18:37:40.148Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20606,192,2021-03-18T18:37:40.148Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20195,192,2021-03-18T18:37:42.149Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20608,192,2021-03-18T18:37:42.149Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20198,192,2021-03-18T18:37:44.152Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20611,192,2021-03-18T18:37:44.152Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20200,192,2021-03-18T18:37:46.154Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20613,192,2021-03-18T18:37:46.154Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20203,192,2021-03-18T18:37:48.155Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20616,192,2021-03-18T18:37:48.155Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20206,192,2021-03-18T18:37:50.156Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20619,192,2021-03-18T18:37:50.156Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20208,192,2021-03-18T18:37:52.158Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20621,192,2021-03-18T18:37:52.158Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20211,192,2021-03-18T18:37:54.159Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20624,192,2021-03-18T18:37:54.159Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20214,192,2021-03-18T18:37:56.16Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20627,192,2021-03-18T18:37:56.16Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20216,192,2021-03-18T18:37:58.162Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20629,192,2021-03-18T18:37:58.162Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20219,192,2021-03-18T18:38:00.163Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20632,192,2021-03-18T18:38:00.163Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20221,192,2021-03-18T18:38:02.163Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20634,192,2021-03-18T18:38:02.163Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20224,192,2021-03-18T18:38:04.164Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20637,192,2021-03-18T18:38:04.164Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20227,192,2021-03-18T18:38:06.165Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20640,192,2021-03-18T18:38:06.165Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20229,192,2021-03-18T18:38:08.167Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20642,192,2021-03-18T18:38:08.167Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20232,192,2021-03-18T18:38:10.17Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20645,192,2021-03-18T18:38:10.17Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20235,192,2021-03-18T18:38:12.17Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20648,192,2021-03-18T18:38:12.17Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20237,192,2021-03-18T18:38:14.173Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20650,192,2021-03-18T18:38:14.173Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20239,192,2021-03-18T18:38:16.172Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20653,192,2021-03-18T18:38:16.172Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20241,192,2021-03-18T18:38:18.174Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20655,192,2021-03-18T18:38:18.174Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20244,192,2021-03-18T18:38:20.175Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20658,192,2021-03-18T18:38:20.175Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20247,192,2021-03-18T18:38:22.178Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20661,192,2021-03-18T18:38:22.178Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20249,192,2021-03-18T18:38:24.177Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20663,192,2021-03-18T18:38:24.177Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20252,192,2021-03-18T18:38:26.18Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20666,192,2021-03-18T18:38:26.18Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20254,192,2021-03-18T18:38:28.183Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20668,192,2021-03-18T18:38:28.183Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20257,192,2021-03-18T18:38:30.183Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20671,192,2021-03-18T18:38:30.183Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20260,192,2021-03-18T18:38:32.185Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20674,192,2021-03-18T18:38:32.185Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20262,192,2021-03-18T18:38:34.188Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20676,192,2021-03-18T18:38:34.188Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20265,192,2021-03-18T18:38:36.192Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20679,192,2021-03-18T18:38:36.192Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20268,192,2021-03-18T18:38:38.191Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20682,192,2021-03-18T18:38:38.191Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20270,192,2021-03-18T18:38:40.192Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20684,192,2021-03-18T18:38:40.192Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20273,192,2021-03-18T18:38:42.194Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20687,192,2021-03-18T18:38:42.194Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20275,192,2021-03-18T18:38:44.195Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20689,192,2021-03-18T18:38:44.195Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20278,192,2021-03-18T18:38:46.198Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20692,192,2021-03-18T18:38:46.198Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20281,192,2021-03-18T18:38:48.199Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20695,192,2021-03-18T18:38:48.199Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20283,192,2021-03-18T18:38:50.2Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20697,192,2021-03-18T18:38:50.2Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20286,192,2021-03-18T18:38:52.202Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20700,192,2021-03-18T18:38:52.202Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20287,192,2021-03-18T18:38:54.204Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20702,192,2021-03-18T18:38:54.204Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20290,192,2021-03-18T18:38:56.207Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20705,192,2021-03-18T18:38:56.207Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20293,192,2021-03-18T18:38:58.208Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20708,192,2021-03-18T18:38:58.208Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20295,192,2021-03-18T18:39:00.21Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20710,192,2021-03-18T18:39:00.21Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20298,192,2021-03-18T18:39:02.211Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20713,192,2021-03-18T18:39:02.211Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20300,192,2021-03-18T18:39:04.212Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20715,192,2021-03-18T18:39:04.212Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20303,192,2021-03-18T18:39:06.215Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20718,192,2021-03-18T18:39:06.215Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20306,192,2021-03-18T18:39:08.217Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20721,192,2021-03-18T18:39:08.217Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20308,192,2021-03-18T18:39:10.219Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20723,192,2021-03-18T18:39:10.219Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20309,192,2021-03-18T18:39:12.221Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20724,192,2021-03-18T18:39:12.221Z
iot-model.OEE-ts-data.OEE_Data.GoodCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.GoodCount,20310,192,2021-03-18T18:39:50.254Z
iot-model.OEE-ts-data.OEE_Data.TotalCount,x-ra/cip/real,ra-ftld://driver-ftld/RNA://$Global/FTEG::[ftegem]OEE_Data.TotalCount,20725,192,2021-03-18T18:39:50.254Z
